,CommitCommentEvent,CreateEvent,DeleteEvent,DownloadEvent,FollowEvent,ForkEvent,GistEvent,GollumEvent,IssueCommentEvent,IssuesEvent,MemberEvent,PublicEvent,PullRequestEvent,PullRequestReviewCommentEvent,PushEvent,ReleaseEvent,WatchEvent
2013-01-01,878.0,10770.0,618.0,8.0,2009.0,3712.0,449.0,2046.0,9450.0,7176.0,441.0,87.0,2472.0,396.0,47997.0,,9662.0
2013-01-02,1491.0,16367.0,1088.0,15.0,3175.0,5765.0,779.0,2738.0,13098.0,8067.0,792.0,140.0,5088.0,1246.0,73343.0,,15956.0
2013-01-03,1744.0,29179.0,1112.0,240.0,4606.0,6490.0,936.0,3117.0,13720.0,8033.0,895.0,159.0,5674.0,1410.0,78656.0,,15835.0
2013-01-04,1606.0,17347.0,1168.0,106.0,4210.0,6063.0,763.0,3268.0,13955.0,9859.0,798.0,140.0,5727.0,1260.0,75899.0,,15683.0
2013-01-05,983.0,13919.0,808.0,20.0,2771.0,4829.0,707.0,2345.0,8804.0,5928.0,614.0,97.0,3303.0,720.0,59961.0,,12232.0
2013-01-06,1269.0,14513.0,832.0,54.0,2748.0,4992.0,746.0,2410.0,9610.0,6587.0,647.0,98.0,3480.0,812.0,65854.0,,12703.0
2013-01-07,1860.0,20196.0,1299.0,44.0,4178.0,6983.0,615.0,3587.0,16556.0,9409.0,1079.0,191.0,6388.0,1803.0,85555.0,,16806.0
2013-01-08,1918.0,20978.0,1464.0,81.0,5045.0,6954.0,821.0,3397.0,17261.0,10001.0,1071.0,172.0,6602.0,1375.0,89946.0,,17527.0
2013-01-09,2078.0,20759.0,1417.0,106.0,4608.0,7452.0,814.0,3271.0,18877.0,10887.0,1057.0,170.0,7154.0,1809.0,92364.0,,17321.0
2013-01-10,1842.0,21350.0,1555.0,76.0,4878.0,7283.0,790.0,3217.0,19639.0,11901.0,1254.0,175.0,7285.0,1647.0,92467.0,,16300.0
2013-01-11,1690.0,18752.0,1272.0,64.0,3545.0,6512.0,651.0,3083.0,15506.0,14473.0,1015.0,163.0,6685.0,1516.0,82633.0,,14558.0
2013-01-12,1147.0,14154.0,909.0,50.0,2492.0,4669.0,599.0,2634.0,10033.0,7301.0,726.0,102.0,3660.0,778.0,63789.0,,10891.0
2013-01-13,1183.0,16764.0,1097.0,43.0,2850.0,5525.0,562.0,2740.0,10460.0,7134.0,744.0,109.0,4284.0,872.0,74826.0,,12295.0
2013-01-14,1971.0,21052.0,1465.0,22.0,7605.0,7389.0,1309.0,3571.0,17259.0,9469.0,1193.0,177.0,7477.0,1804.0,94519.0,,17546.0
2013-01-15,1763.0,22091.0,1557.0,65.0,4780.0,7746.0,1000.0,3300.0,18360.0,10846.0,1274.0,197.0,7286.0,1767.0,96224.0,,17908.0
2013-01-16,1794.0,22084.0,1532.0,89.0,4420.0,7498.0,1256.0,3730.0,16781.0,9962.0,1171.0,154.0,7467.0,1899.0,94451.0,,18198.0
2013-01-17,1883.0,21674.0,1609.0,89.0,4363.0,7863.0,1099.0,3285.0,21214.0,15381.0,1183.0,147.0,7031.0,1888.0,94882.0,,18501.0
2013-01-18,1741.0,19140.0,1323.0,60.0,3563.0,6759.0,936.0,2852.0,15750.0,9677.0,1227.0,230.0,6386.0,1392.0,84532.0,,15975.0
2013-01-19,1230.0,14771.0,1000.0,13.0,2846.0,4820.0,734.0,2257.0,9475.0,6376.0,877.0,96.0,3731.0,845.0,67373.0,,12125.0
2013-01-20,1202.0,16492.0,971.0,32.0,3131.0,5248.0,631.0,2563.0,10804.0,7163.0,723.0,107.0,4022.0,707.0,74158.0,,14102.0
2013-01-21,1897.0,21034.0,1424.0,21.0,3869.0,7059.0,1069.0,3332.0,16625.0,10073.0,1195.0,149.0,6875.0,1610.0,93863.0,,17307.0
2013-01-22,1856.0,23107.0,1563.0,15.0,4694.0,7870.0,925.0,3703.0,18068.0,11134.0,1294.0,185.0,7476.0,1560.0,97702.0,,18834.0
2013-01-23,1937.0,24710.0,1613.0,24.0,5116.0,8348.0,1027.0,4457.0,18483.0,11099.0,1370.0,154.0,7859.0,1875.0,99622.0,,19787.0
2013-01-24,2246.0,23556.0,1451.0,7.0,5054.0,8568.0,992.0,3860.0,17884.0,9971.0,1297.0,196.0,7544.0,1856.0,100069.0,,20566.0
2013-01-25,1602.0,20661.0,1455.0,11.0,4205.0,6920.0,933.0,3254.0,15471.0,8933.0,1459.0,178.0,6862.0,1494.0,89942.0,,17532.0
2013-01-26,1045.0,16422.0,1076.0,10.0,3134.0,5321.0,719.0,2310.0,11504.0,11529.0,995.0,104.0,4280.0,640.0,76196.0,,13046.0
2013-01-27,1412.0,17601.0,965.0,15.0,3976.0,5690.0,683.0,2763.0,12351.0,8661.0,852.0,115.0,4371.0,854.0,81089.0,,14753.0
2013-01-28,2146.0,23273.0,1589.0,12.0,4678.0,8050.0,873.0,3864.0,18349.0,10942.0,1419.0,178.0,7553.0,1473.0,98993.0,,19777.0
2013-01-29,2001.0,23889.0,1588.0,16.0,5367.0,8097.0,980.0,3595.0,19051.0,12287.0,1620.0,190.0,7790.0,1931.0,102662.0,,19886.0
2013-01-30,2081.0,24340.0,1707.0,9.0,4745.0,8086.0,811.0,4222.0,18957.0,11126.0,1450.0,187.0,8026.0,2084.0,110315.0,,20408.0
2013-01-31,1836.0,23947.0,1565.0,7.0,5338.0,7523.0,936.0,4190.0,19381.0,11543.0,1495.0,144.0,7625.0,1996.0,110273.0,,20501.0
2013-02-01,1731.0,21270.0,1417.0,155.0,4070.0,6376.0,1001.0,3343.0,15758.0,8964.0,1347.0,162.0,6689.0,1320.0,86660.0,,18159.0
2013-02-02,1334.0,16038.0,925.0,19.0,3330.0,5251.0,667.0,2357.0,11115.0,7993.0,880.0,111.0,4086.0,642.0,69078.0,,12458.0
2013-02-03,1199.0,17420.0,1084.0,16.0,3517.0,5396.0,548.0,2805.0,12432.0,8719.0,793.0,122.0,4240.0,679.0,76926.0,,14694.0
2013-02-04,1908.0,23335.0,1549.0,16.0,4850.0,7479.0,977.0,3879.0,18920.0,12729.0,1598.0,180.0,7447.0,1783.0,98911.0,,19777.0
2013-02-05,2174.0,24145.0,1576.0,15.0,4552.0,7848.0,902.0,3645.0,18122.0,10573.0,1661.0,211.0,7635.0,1849.0,100235.0,,20714.0
2013-02-06,2265.0,23235.0,1635.0,33.0,5036.0,7760.0,868.0,3342.0,20019.0,14839.0,1463.0,199.0,7926.0,1812.0,99344.0,,19921.0
2013-02-07,2256.0,23139.0,1635.0,50.0,4298.0,7466.0,1119.0,3109.0,21700.0,13779.0,1467.0,182.0,7543.0,2049.0,98661.0,,19784.0
2013-02-08,1799.0,19986.0,1524.0,17.0,3882.0,6302.0,972.0,3124.0,20100.0,11873.0,1224.0,156.0,7002.0,1607.0,88411.0,,16589.0
2013-02-09,1261.0,14583.0,900.0,10.0,2762.0,4534.0,634.0,2035.0,11284.0,7424.0,827.0,102.0,4122.0,795.0,67654.0,,11339.0
2013-02-10,1516.0,16310.0,1089.0,15.0,2641.0,4857.0,696.0,2429.0,16541.0,31417.0,761.0,133.0,4407.0,1008.0,77338.0,,12677.0
2013-02-11,1980.0,22461.0,1594.0,8.0,3909.0,6947.0,996.0,3127.0,18074.0,10506.0,1390.0,210.0,7533.0,2133.0,97603.0,,17611.0
2013-02-12,2150.0,24259.0,1645.0,16.0,4135.0,6987.0,99435.0,3327.0,21246.0,12202.0,1260.0,188.0,7477.0,2093.0,96991.0,,17698.0
2013-02-13,2199.0,22958.0,1549.0,18.0,4046.0,6937.0,901.0,3773.0,22769.0,12370.0,1395.0,194.0,7540.0,2061.0,97973.0,,18171.0
2013-02-14,2017.0,20794.0,1472.0,37.0,4436.0,6876.0,641.0,3671.0,20105.0,11340.0,1209.0,176.0,7383.0,1877.0,91717.0,,17991.0
2013-02-15,1795.0,20604.0,1498.0,30.0,3831.0,6708.0,768.0,3336.0,22719.0,14151.0,1234.0,277.0,6938.0,1505.0,87521.0,,17122.0
2013-02-16,1209.0,16577.0,1021.0,9.0,2898.0,5207.0,445.0,2625.0,28529.0,16799.0,919.0,104.0,4248.0,582.0,72013.0,,14487.0
2013-02-17,1363.0,18459.0,1015.0,12.0,3751.0,5604.0,809.0,2962.0,17159.0,13347.0,913.0,128.0,4520.0,907.0,80563.0,,15639.0
2013-02-18,2027.0,23372.0,1552.0,58.0,4246.0,7718.0,783.0,3635.0,19236.0,11699.0,1395.0,211.0,7351.0,1800.0,106211.0,,19699.0
2013-02-19,2342.0,25732.0,1765.0,15.0,4591.0,8273.0,1024.0,3840.0,23189.0,12839.0,1577.0,196.0,8219.0,2217.0,108904.0,,21496.0
2013-02-20,2075.0,24503.0,1727.0,12.0,4670.0,8127.0,958.0,3969.0,21474.0,12013.0,1457.0,204.0,8199.0,1922.0,109080.0,,20996.0
2013-02-21,2076.0,25707.0,1672.0,49.0,6041.0,8155.0,1215.0,3747.0,20370.0,12428.0,1553.0,200.0,8296.0,1952.0,109528.0,,19654.0
2013-02-22,1738.0,22416.0,1494.0,49.0,4201.0,6899.0,834.0,3181.0,17467.0,12506.0,1291.0,166.0,7268.0,1516.0,96413.0,,17681.0
2013-02-23,1169.0,18005.0,1094.0,20.0,3293.0,5277.0,749.0,2828.0,11376.0,7925.0,1071.0,111.0,4506.0,767.0,77537.0,,13185.0
2013-02-24,1343.0,20770.0,1284.0,12.0,3327.0,5909.0,898.0,2876.0,13589.0,9890.0,898.0,121.0,4978.0,934.0,87231.0,,16095.0
2013-02-25,2349.0,25708.0,1726.0,78.0,5285.0,8182.0,864.0,4343.0,21154.0,12136.0,1485.0,205.0,8543.0,1973.0,108489.0,,19939.0
2013-02-26,2363.0,25899.0,1811.0,10.0,5081.0,8448.0,1066.0,3969.0,21319.0,12899.0,1620.0,215.0,8629.0,1994.0,112568.0,,19765.0
2013-02-27,2666.0,25544.0,1871.0,4.0,4461.0,8549.0,980.0,3708.0,22263.0,13674.0,1503.0,232.0,8806.0,1931.0,112497.0,,20424.0
2013-02-28,2248.0,24523.0,1710.0,8.0,4513.0,8000.0,1115.0,3492.0,19278.0,12766.0,1509.0,220.0,8108.0,1907.0,109295.0,,19634.0
2013-03-01,2016.0,23569.0,1548.0,7.0,3936.0,7267.0,802.0,3092.0,17690.0,11302.0,1394.0,165.0,7579.0,1790.0,96604.0,,16832.0
2013-03-02,1295.0,18786.0,1062.0,7.0,3513.0,5301.0,654.0,2309.0,11266.0,8756.0,973.0,124.0,4706.0,785.0,78545.0,,12834.0
2013-03-03,1501.0,19827.0,1198.0,66.0,3781.0,6050.0,736.0,3022.0,12942.0,10062.0,1064.0,140.0,5581.0,1106.0,88056.0,,15786.0
2013-03-04,2466.0,26076.0,1714.0,18.0,4641.0,8683.0,1436.0,3751.0,21268.0,14538.0,1634.0,191.0,8557.0,2147.0,111210.0,,21517.0
2013-03-05,2074.0,25041.0,1767.0,26.0,4941.0,8443.0,1092.0,3693.0,20713.0,16856.0,1513.0,189.0,8499.0,1792.0,107160.0,,20924.0
2013-03-06,2195.0,25855.0,1824.0,18.0,4817.0,8834.0,1061.0,3818.0,20076.0,12221.0,1620.0,192.0,8888.0,1955.0,111315.0,,21492.0
2013-03-07,2296.0,25021.0,1729.0,13.0,4977.0,9410.0,1139.0,3922.0,23857.0,13892.0,1516.0,191.0,8366.0,2080.0,109122.0,,21356.0
2013-03-08,1704.0,22122.0,1563.0,31.0,4265.0,7559.0,1100.0,3666.0,20905.0,12346.0,1286.0,183.0,7487.0,1909.0,95521.0,,18784.0
2013-03-09,1343.0,21214.0,1801.0,55.0,3119.0,5470.0,811.0,2558.0,11076.0,7381.0,822.0,140.0,4540.0,681.0,75797.0,,13078.0
2013-03-10,1421.0,18198.0,1122.0,68.0,3211.0,5456.0,794.0,3464.0,12355.0,8094.0,833.0,129.0,4810.0,961.0,81876.0,,14253.0
2013-03-11,2366.0,25444.0,1721.0,27.0,5407.0,8712.0,825.0,4142.0,20995.0,12508.0,1644.0,198.0,8618.0,2403.0,112051.0,,20927.0
2013-03-12,2230.0,27207.0,1723.0,67.0,5204.0,8905.0,869.0,3949.0,26466.0,17879.0,1832.0,242.0,9129.0,2163.0,114427.0,,20920.0
2013-03-13,2242.0,25600.0,1703.0,15.0,5071.0,8287.0,1085.0,3900.0,20928.0,11594.0,1735.0,192.0,8603.0,2090.0,111995.0,,19893.0
2013-03-14,2000.0,25136.0,1571.0,3.0,5130.0,8945.0,966.0,3950.0,19720.0,11526.0,1621.0,220.0,8430.0,2112.0,109307.0,,20975.0
2013-03-15,1766.0,24415.0,1486.0,7.0,4029.0,7520.0,835.0,3906.0,18987.0,10820.0,2245.0,164.0,7474.0,2102.0,99705.0,,20981.0
2013-03-16,1072.0,17731.0,1017.0,3.0,3349.0,5740.0,695.0,2586.0,10974.0,8425.0,1007.0,128.0,4535.0,882.0,76038.0,,14548.0
2013-03-17,1103.0,20381.0,1205.0,26.0,3545.0,6343.0,705.0,3532.0,12831.0,8620.0,974.0,132.0,5302.0,1001.0,87700.0,,16550.0
2013-03-18,2266.0,25521.0,1804.0,60.0,5032.0,8801.0,823.0,4112.0,21230.0,12536.0,1733.0,214.0,8908.0,2717.0,114097.0,,24678.0
2013-03-19,2252.0,26578.0,1832.0,96.0,4830.0,9650.0,961.0,4294.0,22390.0,12784.0,1902.0,206.0,9329.0,2788.0,117519.0,,23196.0
2013-03-20,2454.0,26466.0,1893.0,55.0,4723.0,9433.0,1106.0,3964.0,22914.0,12857.0,1646.0,230.0,9201.0,2639.0,117914.0,,22727.0
2013-03-21,2342.0,26197.0,1865.0,32.0,4416.0,8764.0,1042.0,3947.0,23879.0,12419.0,1879.0,178.0,8740.0,2176.0,115596.0,,21009.0
2013-03-22,2226.0,22741.0,1636.0,63.0,4140.0,7658.0,967.0,3445.0,17805.0,10473.0,1569.0,183.0,7839.0,1846.0,103385.0,,19187.0
2013-03-23,1150.0,18083.0,1025.0,128.0,3029.0,5487.0,648.0,2540.0,10318.0,7587.0,1104.0,104.0,4539.0,1078.0,75244.0,,14512.0
2013-03-24,1555.0,22287.0,2267.0,64.0,3848.0,6550.0,661.0,2982.0,16714.0,10378.0,1107.0,142.0,5081.0,1066.0,92130.0,,16987.0
2013-03-25,2270.0,26764.0,1931.0,77.0,4986.0,8784.0,1070.0,3876.0,21050.0,12913.0,1804.0,223.0,9135.0,2271.0,117636.0,,21213.0
2013-03-26,2121.0,25623.0,1868.0,63.0,4525.0,8944.0,1172.0,3927.0,20823.0,27196.0,1610.0,221.0,9085.0,2175.0,120082.0,,23225.0
2013-03-27,2301.0,25110.0,1825.0,52.0,4592.0,9092.0,1201.0,3942.0,21887.0,23776.0,1606.0,209.0,9368.0,2483.0,115132.0,,22379.0
2013-03-28,2282.0,24044.0,1758.0,29.0,4262.0,8503.0,1050.0,3783.0,20535.0,12669.0,1244.0,191.0,8687.0,2092.0,111273.0,,21143.0
2013-03-29,1895.0,20164.0,1517.0,60.0,3798.0,7516.0,857.0,3124.0,16475.0,9762.0,1102.0,183.0,6957.0,1773.0,101918.0,,18499.0
2013-03-30,1212.0,16271.0,932.0,73.0,2921.0,5228.0,573.0,2699.0,10817.0,7393.0,876.0,102.0,4470.0,801.0,80029.0,,13515.0
2013-03-31,3239.0,16829.0,1028.0,86.0,2942.0,6146.0,549.0,2539.0,9997.0,6796.0,789.0,113.0,4351.0,761.0,84632.0,,16286.0
2013-04-01,2222.0,26512.0,2859.0,66.0,4170.0,7814.0,600.0,3912.0,17821.0,12553.0,1396.0,187.0,7397.0,1814.0,110984.0,,20355.0
2013-04-02,2224.0,25937.0,1797.0,74.0,5127.0,9020.0,907.0,4239.0,21944.0,13067.0,1643.0,178.0,9209.0,1978.0,115707.0,,24761.0
2013-04-03,2094.0,25908.0,1837.0,39.0,4709.0,8692.0,1167.0,4101.0,22506.0,13328.0,1727.0,210.0,9066.0,2290.0,112590.0,,22965.0
2013-04-04,2323.0,25669.0,1878.0,7.0,4382.0,8096.0,1272.0,3804.0,21058.0,12683.0,1835.0,205.0,8888.0,1720.0,112315.0,,20827.0
2013-04-05,2010.0,23338.0,1784.0,56.0,4423.0,7515.0,909.0,3652.0,19054.0,11503.0,1402.0,174.0,8144.0,1662.0,106550.0,,18955.0
2013-04-06,1275.0,18184.0,1120.0,15.0,3175.0,6205.0,461.0,2715.0,11252.0,10562.0,1002.0,112.0,4956.0,815.0,83029.0,,15534.0
2013-04-07,1409.0,19984.0,1562.0,86.0,3700.0,6368.0,563.0,2986.0,13745.0,9328.0,1068.0,157.0,5409.0,949.0,94924.0,,17305.0
2013-04-08,2445.0,26582.0,2069.0,82.0,5866.0,9187.0,856.0,3733.0,21932.0,12471.0,1769.0,199.0,9320.0,2069.0,120960.0,,22517.0
2013-04-09,2516.0,28223.0,1971.0,41.0,4856.0,9572.0,980.0,3945.0,22693.0,12632.0,1739.0,227.0,9508.0,2178.0,119813.0,,23378.0
2013-04-10,2212.0,26112.0,1922.0,55.0,4865.0,9020.0,859.0,4619.0,21974.0,12812.0,1695.0,214.0,9422.0,2518.0,119697.0,,22691.0
2013-04-11,2254.0,26886.0,2055.0,122.0,5326.0,8985.0,865.0,4458.0,21744.0,12178.0,1697.0,184.0,9429.0,2411.0,119926.0,,22650.0
2013-04-12,1978.0,24341.0,2612.0,65.0,4370.0,7863.0,849.0,3608.0,19637.0,11738.0,1527.0,162.0,8623.0,2360.0,108192.0,,20417.0
2013-04-13,1164.0,19646.0,1327.0,85.0,3398.0,5577.0,531.0,2902.0,11166.0,10037.0,1122.0,136.0,4657.0,822.0,81176.0,,14821.0
2013-04-14,1337.0,19899.0,1338.0,92.0,3106.0,5947.0,504.0,3250.0,12671.0,8282.0,1013.0,168.0,4990.0,947.0,88405.0,,16297.0
2013-04-15,2060.0,26554.0,1930.0,72.0,4833.0,8455.0,952.0,3840.0,21603.0,12275.0,1865.0,224.0,8945.0,2275.0,114752.0,,22403.0
2013-04-16,2269.0,26889.0,1930.0,41.0,5026.0,9459.0,871.0,3985.0,20803.0,13619.0,1702.0,221.0,9143.0,2541.0,120477.0,,23028.0
2013-04-17,2187.0,28839.0,2042.0,71.0,5551.0,8810.0,852.0,3812.0,21276.0,12578.0,1656.0,193.0,9230.0,2254.0,124922.0,,22446.0
2013-04-18,2093.0,26204.0,2023.0,111.0,4690.0,8850.0,998.0,3760.0,35749.0,17199.0,1554.0,197.0,8964.0,2737.0,124586.0,,21125.0
2013-04-19,1902.0,22631.0,1783.0,91.0,4096.0,7506.0,687.0,3231.0,30635.0,15627.0,1478.0,193.0,7677.0,1802.0,107535.0,,19319.0
2013-04-20,1115.0,17748.0,1076.0,30.0,3036.0,5511.0,594.0,2680.0,10821.0,7403.0,1145.0,108.0,4678.0,775.0,88783.0,,14823.0
2013-04-21,1258.0,19127.0,1251.0,28.0,3367.0,6018.0,491.0,3081.0,22566.0,9875.0,1039.0,121.0,5736.0,1251.0,93048.0,,15470.0
2013-04-22,2154.0,25861.0,1994.0,59.0,4594.0,8747.0,1211.0,3651.0,32779.0,19095.0,1804.0,163.0,9635.0,2486.0,121711.0,,22101.0
2013-04-23,2245.0,27094.0,1975.0,7.0,5243.0,8918.0,937.0,3768.0,27610.0,15385.0,1669.0,241.0,9648.0,2331.0,126543.0,,21986.0
2013-04-24,2314.0,25809.0,1882.0,42.0,4984.0,9184.0,933.0,3895.0,39304.0,18571.0,1545.0,204.0,9298.0,2693.0,121319.0,,21148.0
2013-04-25,2030.0,24965.0,1876.0,39.0,4860.0,8707.0,770.0,4057.0,27345.0,14318.0,1393.0,206.0,8857.0,2565.0,117443.0,,20943.0
2013-04-26,1680.0,22803.0,1647.0,67.0,3907.0,7652.0,1065.0,3086.0,19357.0,11955.0,1263.0,197.0,7707.0,1949.0,99384.0,,18455.0
2013-04-27,1199.0,17560.0,1142.0,78.0,3087.0,5848.0,669.0,2303.0,10850.0,6917.0,1019.0,128.0,4683.0,806.0,83539.0,,13884.0
2013-04-28,1326.0,18846.0,1215.0,45.0,3234.0,5609.0,697.0,2808.0,13038.0,9000.0,941.0,139.0,5084.0,934.0,93983.0,,14864.0
2013-04-29,2135.0,25068.0,1829.0,60.0,4165.0,8078.0,684.0,3866.0,20877.0,12071.0,1384.0,214.0,8847.0,2719.0,117536.0,,18745.0
2013-04-30,2026.0,24471.0,1819.0,86.0,3826.0,7598.0,591.0,3617.0,20156.0,11175.0,1353.0,237.0,9047.0,2509.0,112879.0,,19093.0
2013-05-01,1967.0,23130.0,1645.0,71.0,3759.0,7457.0,676.0,3388.0,19627.0,10951.0,1240.0,194.0,8332.0,2173.0,110999.0,,18195.0
